,ids,img_quantities,hopkins
1127,2694879,17,1.0
1128,2694886,14,0.99861303637493
1129,2694895,47,1.0
1130,2694910,18,1.0
1131,2694922,100,1.0
1133,2694927,40,0.999999988134636
1134,2694930,23,1.0
1135,2694932,99,1.0
1136,2694944,52,1.0
1138,2694947,11,1.0
1139,2694957,35,1.0
1142,2695006,100,1.0
1143,2695007,101,1.0
1144,2695026,40,1.0
1145,2695037,12,0.710000817706573
1147,2695056,100,1.0
1148,2695059,53,1.0
1149,2695068,101,1.0
1150,2695090,21,1.0
1151,2695104,97,1.0
1152,2695110,10,1.0
1153,2695114,62,1.0
1154,2695136,10,0.999992851038263
1155,2695149,99,1.0
1157,2695178,52,1.0
1158,2695222,13,1.0
1159,2695234,86,1.0
1160,2695257,39,1.0
1161,2695266,83,1.0
1162,2695281,19,0.978068250058334
1163,2695286,47,1.0
1165,2695300,26,1.0
1166,2695302,100,1.0
1169,2695309,21,0.999999999998287
1170,2695328,51,1.0
1171,2695332,17,0.999999928735966
1173,2695344,98,1.0
1174,2695351,102,1.0
1175,2695355,41,1.0
1178,2695369,16,1.0
1179,2695373,74,1.0
1180,2695374,20,1.0
1181,2695380,35,0.700000939945293
1182,2695397,69,1.0
1183,2695405,32,1.0
1184,2695417,100,1.0
1185,2695421,37,1.0
1187,2695435,10,0.71
1189,2695451,95,1.0
1190,2695457,17,1.0
1191,2695475,67,1.0
1192,2695476,13,0.999999466302846
1193,2695495,19,1.0
1194,2695499,97,1.0
1195,2695501,96,1.0
1196,2695503,24,1.0
1198,2695531,28,1.0
1199,2695553,33,1.0
1200,2695564,34,1.0
1201,2695571,17,1.0
1202,2695580,66,1.0
1203,2695583,98,1.0
1204,2695588,99,1.0
1205,2695613,31,0.999999999999695
1206,2695614,12,0.976248772987396
1207,2695621,18,1.0
1208,2695627,50,1.0
1209,2695645,80,1.0
1210,2695661,100,1.0
1211,2695666,24,1.0
1213,2695675,100,1.0
1214,2695706,15,0.914349002772554
1215,2695716,100,1.0
1216,2695721,86,1.0
1218,2695741,50,1.0
1219,2695746,20,1.0
1220,2695750,53,1.0
1221,2695756,11,0.71
1222,2695759,100,1.0
1223,2695767,81,1.0
1224,2695772,62,1.0
1225,2695817,39,1.0
1226,2695829,35,1.0
1228,2695839,58,1.0
1229,2695840,22,0.816459573036747
1230,2695846,14,0.999991879203664
1231,2695858,78,1.0
1232,2695885,15,1.0
1233,2695897,29,1.0
1234,2695906,96,1.0
1235,2695912,99,1.0
1236,2695928,24,0.999999981357023
1238,2695950,35,1.0
1239,2695963,27,1.0
1240,2695969,101,1.0
1241,2695995,101,1.0
1243,2696014,10,0.999998711978887
1245,2696072,21,1.0
1246,2696078,47,1.0
1248,2696092,17,1.0
1249,2696113,42,0.999999999999807
1250,2696120,94,1.0
1251,2696150,14,0.999999999999908
1252,2696153,41,1.0
1253,2696194,47,1.0
1254,2696198,31,1.0
1255,2696203,10,1.0
1256,2696225,105,1.0
1257,2696238,18,0.840915381581288
1258,2696274,33,1.0
1260,2696306,23,1.0
1261,2696317,27,1.0
1262,2696326,31,1.0
1263,2696328,68,1.0
1264,2696349,75,1.0
1265,2696359,89,1.0
1266,2696366,12,1.0
1268,2696530,28,0.999999997741276
1269,2696538,34,0.999694237645045
1273,2696576,42,1.0
1275,2697633,13,1.0
1276,2697666,11,1.0
1280,2697762,56,1.0
1281,2697815,22,1.0
1282,2697829,99,1.0
1283,2697849,49,1.0
1284,2697900,15,0.990180206152176
1285,2697927,100,1.0
